Customer ID,Recency,Frequency,Monetary,R,F,M,RFM Score,Segment,Revenue,Orders,CLV_Estimate
C11102,28,6,1216.446,3,1,1,5,Needs Attention,1216.446,6,1824.6689999999999
C11103,2,6,3832.5875000000005,5,1,4,10,Loyal Customers,3832.5875000000005,6,5748.88125
C11104,12,24,6058.5464999999995,4,4,4,12,Loyal Customers,6058.5464999999995,24,9087.819749999999
C11105,4,11,3068.8385,5,3,3,11,Loyal Customers,3068.8385,11,4603.25775
C11106,23,3,363.545,3,1,1,5,Needs Attention,363.545,3,545.3175
C11107,102,15,3496.017,1,4,4,9,Potential Loyalists,3496.017,15,5244.0255
C11108,48,9,2615.2775,2,2,3,7,Potential Loyalists,2615.2775,9,3922.91625
C11109,131,5,1251.8339999999998,1,1,2,4,Needs Attention,1251.8339999999998,5,1877.7509999999997
C11110,61,9,1704.359,2,2,2,6,Needs Attention,1704.359,9,2556.5384999999997
C11111,16,3,676.884,3,1,1,5,Needs Attention,676.884,3,1015.326
C11112,72,7,1853.099,1,2,2,5,Needs Attention,1853.099,7,2779.6485
C11113,220,1,395.61,1,1,1,3,At Risk,395.61,1,593.415
C11114,52,36,9017.85,2,5,5,12,Loyal Customers,9017.85,36,13526.775000000001
C11115,11,14,3363.99,4,4,4,12,Loyal Customers,3363.99,14,5045.985
C11116,23,3,698.9739999999999,3,1,1,5,Needs Attention,698.9739999999999,3,1048.4609999999998
C11117,117,11,2545.694,1,3,3,7,Potential Loyalists,2545.694,11,3818.541
C11118,83,8,2547.3355,1,2,3,6,Needs Attention,2547.3355,8,3821.00325
C11119,52,7,1332.864,2,2,2,6,Needs Attention,1332.864,7,1999.296
C11120,106,7,1602.6905,1,2,2,5,Needs Attention,1602.6905,7,2404.03575
C11121,1,6,2110.876,5,1,3,9,Potential Loyalists,2110.876,6,3166.3140000000003
C11122,31,6,1560.0240000000001,2,1,2,5,Needs Attention,1560.0240000000001,6,2340.036
C11123,4,8,1406.9005,5,2,2,9,Potential Loyalists,1406.9005,8,2110.35075
C11124,14,12,2744.166,3,3,3,9,Potential Loyalists,2744.166,12,4116.249
C11125,17,7,1670.574,3,2,2,7,Potential Loyalists,1670.574,7,2505.861
C11126,253,6,1410.4535,1,1,2,4,Needs Attention,1410.4535,6,2115.6802500000003
C11127,61,10,2504.2125,2,3,3,8,Potential Loyalists,2504.2125,10,3756.3187500000004
C11128,9,6,1033.766,4,1,1,6,Needs Attention,1033.766,6,1550.6490000000001
C11129,53,13,3945.3325,2,3,4,9,Potential Loyalists,3945.3325,13,5917.99875
C11130,100,8,2242.843,1,2,3,6,Needs Attention,2242.843,8,3364.2644999999998
C11131,26,8,818.811,3,2,1,6,Needs Attention,818.811,8,1228.2165
C11132,18,7,1465.31,3,2,2,7,Potential Loyalists,1465.31,7,2197.965
C11133,89,9,1826.4129999999998,1,2,2,5,Needs Attention,1826.4129999999998,9,2739.6195
C11134,15,9,2432.17,3,2,3,8,Potential Loyalists,2432.17,9,3648.255
C11135,21,13,2072.5395,3,3,3,9,Potential Loyalists,2072.5395,13,3108.80925
C11136,220,8,1670.4085,1,2,2,5,Needs Attention,1670.4085,8,2505.6127500000002
C11137,6,39,10987.687,4,5,5,14,Champions,10987.687,39,16481.5305
C11138,30,16,4096.482,3,4,4,11,Loyal Customers,4096.482,16,6144.723
C11139,36,6,724.7605000000001,2,1,1,4,Needs Attention,724.7605000000001,6,1087.14075
C11140,2,38,9206.841,5,5,5,15,Champions,9206.841,38,13810.2615
C11141,144,7,1606.58,1,2,2,5,Needs Attention,1606.58,7,2409.87
C11142,18,4,363.65,3,1,1,5,Needs Attention,363.65,4,545.4749999999999
C11143,165,5,1068.363,1,1,1,3,At Risk,1068.363,5,1602.5445
C11144,1,56,12306.987000000001,5,5,5,15,Champions,12306.987000000001,56,18460.4805
C11145,58,3,542.0385,2,1,1,4,Needs Attention,542.0385,3,813.0577499999999
C11146,17,28,5720.5835,3,4,4,11,Loyal Customers,5720.5835,28,8580.87525
C11147,71,2,202.46550000000002,1,1,1,3,At Risk,202.46550000000002,2,303.69825000000003
C11148,270,3,769.446,1,1,1,3,At Risk,769.446,3,1154.169
C11149,13,10,1995.6765,4,3,2,9,Potential Loyalists,1995.6765,10,2993.5147500000003
C11150,20,3,1745.3875,3,1,2,6,Needs Attention,1745.3875,3,2618.08125
C11151,1,8,2364.276,5,2,3,10,Loyal Customers,2364.276,8,3546.4139999999998
C11152,34,7,1505.8255000000001,2,2,2,6,Needs Attention,1505.8255000000001,7,2258.7382500000003
C11153,37,46,13412.6315,2,5,5,12,Loyal Customers,13412.6315,46,20118.947249999997
C11154,3,9,2651.401,5,2,3,10,Loyal Customers,2651.401,9,3977.1014999999998
C11155,10,7,1130.579,4,2,1,7,Potential Loyalists,1130.579,7,1695.8685
C11156,53,9,1439.416,2,2,2,6,Needs Attention,1439.416,9,2159.124
C11157,30,12,2530.2635,3,3,3,9,Potential Loyalists,2530.2635,12,3795.39525
C11158,40,5,1030.155,2,1,1,4,Needs Attention,1030.155,5,1545.2325
C11159,194,2,615.7405,1,1,1,3,At Risk,615.7405,2,923.61075
C11160,203,5,1755.4475000000002,1,1,2,4,Needs Attention,1755.4475000000002,5,2633.1712500000003
C11161,30,14,2865.5645,3,4,3,10,Loyal Customers,2865.5645,14,4298.34675
C11162,2,37,9241.7925,5,5,5,15,Champions,9241.7925,37,13862.68875
C11163,5,24,6644.978,5,4,4,13,Champions,6644.978,24,9967.467
C11164,1,21,5807.762,5,4,4,13,Champions,5807.762,21,8711.643
C11165,13,20,6203.7045,4,4,4,12,Loyal Customers,6203.7045,20,9305.55675
C11166,2,12,1911.2894999999999,5,3,2,10,Loyal Customers,1911.2894999999999,12,2866.93425
C11167,74,7,1782.6160000000002,1,2,2,5,Needs Attention,1782.6160000000002,7,2673.9240000000004
C11168,8,8,1430.565,4,2,2,8,Potential Loyalists,1430.565,8,2145.8475
C11169,1,35,10267.7715,5,5,5,15,Champions,10267.7715,35,15401.65725
C11170,94,11,3134.593,1,3,3,7,Potential Loyalists,3134.593,11,4701.889499999999
C11171,9,36,11407.1125,4,5,5,14,Champions,11407.1125,36,17110.668749999997
C11172,7,40,8910.9995,4,5,5,14,Champions,8910.9995,40,13366.49925
C11173,81,5,1071.849,1,1,1,3,At Risk,1071.849,5,1607.7734999999998
C11174,160,1,186.183,1,1,1,3,At Risk,186.183,1,279.2745
C11175,1,54,16209.0975,5,5,5,15,Champions,16209.0975,54,24313.646249999998
C11176,32,3,820.345,2,1,1,4,Needs Attention,820.345,3,1230.5175
C11177,1,51,12641.871,5,5,5,15,Champions,12641.871,51,18962.8065
C11178,6,11,1647.862,4,3,2,9,Potential Loyalists,1647.862,11,2471.793
C11179,52,2,151.6105,2,1,1,4,Needs Attention,151.6105,2,227.41575
C11180,78,4,1330.663,1,1,2,4,Needs Attention,1330.663,4,1995.9945
C11181,13,22,4325.8935,4,4,4,12,Loyal Customers,4325.8935,22,6488.84025
C11182,25,10,2199.714,3,3,3,9,Potential Loyalists,2199.714,10,3299.571
C11183,37,5,1675.2865,2,1,2,5,Needs Attention,1675.2865,5,2512.92975
C11184,3,7,2644.606,5,2,3,10,Loyal Customers,2644.606,7,3966.9090000000006
C11185,33,5,989.546,2,1,1,4,Needs Attention,989.546,5,1484.319
C11186,15,34,9000.4865,3,5,5,13,Champions,9000.4865,34,13500.729750000002
C11187,1,36,9834.9735,5,5,5,15,Champions,9834.9735,36,14752.46025
C11188,7,15,3358.493,4,4,4,12,Loyal Customers,3358.493,15,5037.7395
C11189,80,10,2347.837,1,3,3,7,Potential Loyalists,2347.837,10,3521.7555
C11190,258,9,2307.245,1,2,3,6,Needs Attention,2307.245,9,3460.8675
C11191,118,6,1532.67,1,1,2,4,Needs Attention,1532.67,6,2299.005
C11192,115,5,1542.242,1,1,2,4,Needs Attention,1542.242,5,2313.363
C11193,34,9,1552.7785,2,2,2,6,Needs Attention,1552.7785,9,2329.1677499999996
C11194,4,35,7339.4515,5,5,5,15,Champions,7339.4515,35,11009.17725
C11195,97,8,1441.3795,1,2,2,5,Needs Attention,1441.3795,8,2162.06925
C11196,14,23,5845.947,3,4,4,11,Loyal Customers,5845.947,23,8768.9205
C11197,5,33,9003.2985,5,5,5,15,Champions,9003.2985,33,13504.947750000001
C11198,6,4,987.6804999999999,4,1,1,6,Needs Attention,987.6804999999999,4,1481.52075
C11199,20,4,1108.392,3,1,1,5,Needs Attention,1108.392,4,1662.5880000000002
C11200,94,4,813.3525,1,1,1,3,At Risk,813.3525,4,1220.02875
C11201,36,12,1968.5985,2,3,2,7,Potential Loyalists,1968.5985,12,2952.89775
C11202,50,33,7312.1935,2,5,5,12,Loyal Customers,7312.1935,33,10968.29025
C11203,23,5,1808.5645,3,1,2,6,Needs Attention,1808.5645,5,2712.8467499999997
C11204,41,7,2361.318,2,2,3,7,Potential Loyalists,2361.318,7,3541.9770000000003
C11205,34,7,1718.8035,2,2,2,6,Needs Attention,1718.8035,7,2578.20525
C11206,2,5,803.61,5,1,1,7,Potential Loyalists,803.61,5,1205.415
C11207,42,4,743.0044999999999,2,1,1,4,Needs Attention,743.0044999999999,4,1114.5067499999998
C11208,5,6,1418.0900000000001,5,1,2,8,Potential Loyalists,1418.0900000000001,6,2127.135
C11209,30,11,2895.1765,3,3,3,9,Potential Loyalists,2895.1765,11,4342.76475
C11210,13,11,2074.014,4,3,3,10,Loyal Customers,2074.014,11,3111.021
C11211,65,9,1755.004,2,2,2,6,Needs Attention,1755.004,9,2632.506
C11212,153,10,2428.3405,1,3,3,7,Potential Loyalists,2428.3405,10,3642.5107499999995
C11213,3,7,973.0005000000001,5,2,1,8,Potential Loyalists,973.0005000000001,7,1459.5007500000002
C11214,34,11,2435.8735,2,3,3,8,Potential Loyalists,2435.8735,11,3653.8102500000005
C11215,3,12,2015.91,5,3,2,10,Loyal Customers,2015.91,12,3023.8650000000002
C11216,26,14,2786.178,3,4,3,10,Loyal Customers,2786.178,14,4179.267
C11217,10,34,6803.763,4,5,4,13,Champions,6803.763,34,10205.6445
C11218,38,10,2881.256,2,3,3,8,Potential Loyalists,2881.256,10,4321.884
C11219,19,29,7753.4835,3,5,5,13,Champions,7753.4835,29,11630.22525
C11220,15,10,2037.9565,3,3,2,8,Potential Loyalists,2037.9565,10,3056.93475
C11221,6,32,6379.6755,4,5,4,13,Champions,6379.6755,32,9569.51325
C11222,25,19,5383.094,3,4,4,11,Loyal Customers,5383.094,19,8074.641
C11223,4,36,9716.1595,5,5,5,15,Champions,9716.1595,36,14574.239249999999
C11224,11,13,2114.566,4,3,3,10,Loyal Customers,2114.566,13,3171.8489999999997
C11225,30,12,3377.351,3,3,4,10,Loyal Customers,3377.351,12,5066.0265
C11226,17,10,1920.1105,3,3,2,8,Potential Loyalists,1920.1105,10,2880.16575
C11227,1,64,18737.3605,5,5,5,15,Champions,18737.3605,64,28106.04075
C11228,149,5,1179.3015,1,1,1,3,At Risk,1179.3015,5,1768.95225
C11229,9,47,12001.196,4,5,5,14,Champions,12001.196,47,18001.794
C11230,7,17,2842.824,4,4,3,11,Loyal Customers,2842.824,17,4264.236
C11231,90,2,459.46900000000005,1,1,1,3,At Risk,459.46900000000005,2,689.2035000000001
C11232,7,6,1433.357,4,1,2,7,Potential Loyalists,1433.357,6,2150.0355
C11233,9,47,11694.743,4,5,5,14,Champions,11694.743,47,17542.1145
C11234,4,26,5299.6810000000005,5,4,4,13,Champions,5299.6810000000005,26,7949.521500000001
C11235,3,43,10782.8995,5,5,5,15,Champions,10782.8995,43,16174.34925
C11236,62,15,3370.545,2,4,4,10,Loyal Customers,3370.545,15,5055.8175
C11237,1,15,3916.4365,5,4,4,13,Champions,3916.4365,15,5874.65475
C11238,47,36,7157.6055,2,5,5,12,Loyal Customers,7157.6055,36,10736.40825
C11239,68,5,771.4945,2,1,1,4,Needs Attention,771.4945,5,1157.2417500000001
C11240,38,3,367.3395,2,1,1,4,Needs Attention,367.3395,3,551.00925
C11241,12,35,12982.927,4,5,5,14,Champions,12982.927,35,19474.3905
C11242,2,31,7788.7805,5,5,5,15,Champions,7788.7805,31,11683.17075
C11243,1,6,2488.05,5,1,3,9,Potential Loyalists,2488.05,6,3732.0750000000003
C11244,16,5,1743.27,3,1,2,6,Needs Attention,1743.27,5,2614.9049999999997
C11245,280,3,979.9604999999999,1,1,1,3,At Risk,979.9604999999999,3,1469.9407499999998
C11246,94,6,1354.9095,1,1,2,4,Needs Attention,1354.9095,6,2032.36425
C11247,27,38,9241.7385,3,5,5,13,Champions,9241.7385,38,13862.60775
C11248,7,15,4022.937,4,4,4,12,Loyal Customers,4022.937,15,6034.4055
C11249,126,13,3048.958,1,3,3,7,Potential Loyalists,3048.958,13,4573.437
C11250,18,18,4375.902,3,4,4,11,Loyal Customers,4375.902,18,6563.853
C11251,36,9,1069.628,2,2,1,5,Needs Attention,1069.628,9,1604.442
C11252,8,3,389.274,4,1,1,6,Needs Attention,389.274,3,583.9110000000001
C11253,3,10,2593.809,5,3,3,11,Loyal Customers,2593.809,10,3890.7135000000003
C11254,278,6,2087.229,1,1,3,5,Needs Attention,2087.229,6,3130.8435
C11255,111,11,2607.6575,1,3,3,7,Potential Loyalists,2607.6575,11,3911.48625
C11256,60,5,779.721,2,1,1,4,Needs Attention,779.721,5,1169.5815
C11257,3,27,4979.1695,5,4,4,13,Champions,4979.1695,27,7468.75425
C11258,48,7,892.0625,2,2,1,5,Needs Attention,892.0625,7,1338.09375
C11259,160,6,1832.121,1,1,2,4,Needs Attention,1832.121,6,2748.1815
C11260,50,6,723.8425,2,1,1,4,Needs Attention,723.8425,6,1085.76375
C11261,10,12,1684.865,4,3,2,9,Potential Loyalists,1684.865,12,2527.2975
C11262,190,10,2254.358,1,3,3,7,Potential Loyalists,2254.358,10,3381.5370000000003
C11263,8,32,7854.072,4,5,5,14,Champions,7854.072,32,11781.108
C11264,11,43,9430.626,4,5,5,14,Champions,9430.626,43,14145.939
C11265,15,33,11195.789,3,5,5,13,Champions,11195.789,33,16793.6835
C11266,90,6,1208.797,1,1,1,3,At Risk,1208.797,6,1813.1955
C11267,1,22,6560.683,5,4,4,13,Champions,6560.683,22,9841.0245
C11268,14,51,14557.5655,3,5,5,13,Champions,14557.5655,51,21836.348250000003
C11269,4,10,2964.924,5,3,3,11,Loyal Customers,2964.924,10,4447.386
C11270,18,25,6258.4535000000005,3,4,4,11,Loyal Customers,6258.4535000000005,25,9387.680250000001
C11271,6,16,3878.2415,4,4,4,12,Loyal Customers,3878.2415,16,5817.36225
C11272,23,11,2515.795,3,3,3,9,Potential Loyalists,2515.795,11,3773.6925
C11273,7,38,10691.1855,4,5,5,14,Champions,10691.1855,38,16036.77825
C11274,146,9,2612.257,1,2,3,6,Needs Attention,2612.257,9,3918.3855000000003
C11275,5,9,2264.013,5,2,3,10,Loyal Customers,2264.013,9,3396.0195
C11276,51,4,1164.2835,2,1,1,4,Needs Attention,1164.2835,4,1746.42525
C11277,29,13,2997.0475,3,3,3,9,Potential Loyalists,2997.0475,13,4495.57125
C11278,9,38,8727.932,4,5,5,14,Champions,8727.932,38,13091.898000000001
C11279,1,28,7745.397,5,4,5,14,Champions,7745.397,28,11618.0955
C11280,233,9,2614.2725,1,2,3,6,Needs Attention,2614.2725,9,3921.40875
C11281,141,10,2544.3645,1,3,3,7,Potential Loyalists,2544.3645,10,3816.5467500000004
C11282,4,20,4390.0615,5,4,4,13,Champions,4390.0615,20,6585.09225
C11283,38,27,7326.9400000000005,2,4,5,11,Loyal Customers,7326.9400000000005,27,10990.41
C11284,20,7,2126.2415,3,2,3,8,Potential Loyalists,2126.2415,7,3189.36225
C11285,361,5,1155.434,1,1,1,3,At Risk,1155.434,5,1733.1509999999998
C11286,1,9,1541.8905,5,2,2,9,Potential Loyalists,1541.8905,9,2312.83575
C11287,39,4,914.1700000000001,2,1,1,4,Needs Attention,914.1700000000001,4,1371.255
C11288,54,11,3421.667,2,3,4,9,Potential Loyalists,3421.667,11,5132.5005
C11289,334,1,281.988,1,1,1,3,At Risk,281.988,1,422.98199999999997
C11290,234,8,2112.5655,1,2,3,6,Needs Attention,2112.5655,8,3168.84825
C11291,9,7,2044.254,4,2,2,8,Potential Loyalists,2044.254,7,3066.381
C11292,304,2,315.897,1,1,1,3,At Risk,315.897,2,473.8455
C11293,10,32,9002.7635,4,5,5,14,Champions,9002.7635,32,13504.145249999998
C11294,4,36,7978.2685,5,5,5,15,Champions,7978.2685,36,11967.402750000001
C11295,143,8,1294.3745000000001,1,2,2,5,Needs Attention,1294.3745000000001,8,1941.5617500000003
C11296,1,8,1416.5305,5,2,2,9,Potential Loyalists,1416.5305,8,2124.79575
C11297,3,13,2282.446,5,3,3,11,Loyal Customers,2282.446,13,3423.669
C11298,25,9,2143.763,3,2,3,8,Potential Loyalists,2143.763,9,3215.6445
C11299,5,3,314.493,5,1,1,7,Potential Loyalists,314.493,3,471.7395
C11300,6,31,8212.9235,4,5,5,14,Champions,8212.9235,31,12319.385250000001
C11301,7,7,1094.668,4,2,1,7,Potential Loyalists,1094.668,7,1642.002
C11302,157,7,1160.291,1,2,1,4,Needs Attention,1160.291,7,1740.4364999999998
C11303,3,31,9404.7985,5,5,5,15,Champions,9404.7985,31,14107.197750000001
C11304,87,12,2758.73,1,3,3,7,Potential Loyalists,2758.73,12,4138.095
C11305,46,6,1616.1975,2,1,2,5,Needs Attention,1616.1975,6,2424.29625
C11306,1,34,10562.612000000001,5,5,5,15,Champions,10562.612000000001,34,15843.918000000001
C11307,33,12,2415.3275,2,3,3,8,Potential Loyalists,2415.3275,12,3622.99125
C11308,7,16,6066.5155,4,4,4,12,Loyal Customers,6066.5155,16,9099.77325
C11309,101,5,766.364,1,1,1,3,At Risk,766.364,5,1149.546
C11310,11,16,2872.4755,4,4,3,11,Loyal Customers,2872.4755,16,4308.71325
C11311,3,26,5695.7119999999995,5,4,4,13,Champions,5695.7119999999995,26,8543.568
C11312,16,11,4175.1045,3,3,4,10,Loyal Customers,4175.1045,11,6262.65675
C11313,31,10,1566.451,2,3,2,7,Potential Loyalists,1566.451,10,2349.6765
C11314,29,11,2594.877,3,3,3,9,Potential Loyalists,2594.877,11,3892.3154999999997
C11315,48,7,1638.4185,2,2,2,6,Needs Attention,1638.4185,7,2457.62775
C11316,150,2,892.788,1,1,1,3,At Risk,892.788,2,1339.182
C11317,1,51,12786.387999999999,5,5,5,15,Champions,12786.387999999999,51,19179.582
C11318,3,3,561.9605,5,1,1,7,Potential Loyalists,561.9605,3,842.94075
C11319,132,3,196.559,1,1,1,3,At Risk,196.559,3,294.8385
C11320,4,49,13668.7185,5,5,5,15,Champions,13668.7185,49,20503.07775
C11321,2,26,6676.1675000000005,5,4,4,13,Champions,6676.1675000000005,26,10014.251250000001
C11322,136,4,1100.0315,1,1,1,3,At Risk,1100.0315,4,1650.04725
C11323,32,4,1265.973,2,1,2,5,Needs Attention,1265.973,4,1898.9595
C11324,83,6,2984.557,1,1,3,5,Needs Attention,2984.557,6,4476.835499999999
C11325,61,5,1181.0225,2,1,1,4,Needs Attention,1181.0225,5,1771.53375
C11326,14,3,763.407,3,1,1,5,Needs Attention,763.407,3,1145.1105
C11327,1,48,11523.2405,5,5,5,15,Champions,11523.2405,48,17284.86075
C11328,32,6,1017.4939999999999,2,1,1,4,Needs Attention,1017.4939999999999,6,1526.241
C11329,8,11,1043.4485,4,3,1,8,Potential Loyalists,1043.4485,11,1565.17275
C11330,13,34,11352.347,4,5,5,14,Champions,11352.347,34,17028.5205
C11331,75,6,1421.515,1,1,2,4,Needs Attention,1421.515,6,2132.2725
C11332,14,10,2810.428,3,3,3,9,Potential Loyalists,2810.428,10,4215.642
C11333,2,33,10584.477,5,5,5,15,Champions,10584.477,33,15876.715500000002
C11334,14,29,7173.092,3,5,5,13,Champions,7173.092,29,10759.637999999999
C11335,9,11,1779.1770000000001,4,3,2,9,Potential Loyalists,1779.1770000000001,11,2668.7655000000004
C11336,18,13,2936.163,3,3,3,9,Potential Loyalists,2936.163,13,4404.2445
C11337,5,8,1446.2079999999999,5,2,2,9,Potential Loyalists,1446.2079999999999,8,2169.312
C11338,8,27,8803.7845,4,4,5,13,Champions,8803.7845,27,13205.676749999999
C11339,17,9,1857.685,3,2,2,7,Potential Loyalists,1857.685,9,2786.5275
C11340,114,9,3621.2725,1,2,4,7,Potential Loyalists,3621.2725,9,5431.9087500000005
C11341,10,7,1410.1399999999999,4,2,2,8,Potential Loyalists,1410.1399999999999,7,2115.21
C11342,1,55,13238.572,5,5,5,15,Champions,13238.572,55,19857.858
C11343,28,10,4097.9465,3,3,4,10,Loyal Customers,4097.9465,10,6146.91975
C11344,220,1,228.88799999999998,1,1,1,3,At Risk,228.88799999999998,1,343.332
C11345,12,6,551.981,4,1,1,6,Needs Attention,551.981,6,827.9715
C11346,174,7,1174.366,1,2,1,4,Needs Attention,1174.366,7,1761.549
C11347,14,32,8681.026,3,5,5,13,Champions,8681.026,32,13021.539
C11348,42,5,1049.723,2,1,1,4,Needs Attention,1049.723,5,1574.5845
C11349,8,17,4277.59,4,4,4,12,Loyal Customers,4277.59,17,6416.385
C11350,1,49,9840.4355,5,5,5,15,Champions,9840.4355,49,14760.65325
C11351,37,11,3151.516,2,3,3,8,Potential Loyalists,3151.516,11,4727.274
C11352,4,30,6988.364,5,5,5,15,Champions,6988.364,30,10482.545999999998
C11353,3,8,1869.126,5,2,2,9,Potential Loyalists,1869.126,8,2803.689
C11354,8,5,601.0565,4,1,1,6,Needs Attention,601.0565,5,901.58475
C11355,8,9,4044.956,4,2,4,10,Loyal Customers,4044.956,9,6067.434
C11356,1,41,10180.7,5,5,5,15,Champions,10180.7,41,15271.050000000001
C11357,1,32,7518.561,5,5,5,15,Champions,7518.561,32,11277.841499999999
C11358,262,5,1173.3535,1,1,1,3,At Risk,1173.3535,5,1760.0302499999998
C11359,1,31,5963.2465,5,5,4,14,Champions,5963.2465,31,8944.86975
C11360,3,4,990.84,5,1,1,7,Potential Loyalists,990.84,4,1486.26
C11361,17,8,2619.0715,3,2,3,8,Potential Loyalists,2619.0715,8,3928.60725
C11362,141,4,1952.8719999999998,1,1,2,4,Needs Attention,1952.8719999999998,4,2929.308
C11363,11,54,13246.484,4,5,5,14,Champions,13246.484,54,19869.726000000002
C11364,33,5,1270.158,2,1,2,5,Needs Attention,1270.158,5,1905.2369999999999
C11365,11,47,10774.692500000001,4,5,5,14,Champions,10774.692500000001,47,16162.038750000002
C11366,58,4,552.413,2,1,1,4,Needs Attention,552.413,4,828.6195
C11367,88,32,9612.1705,1,5,5,11,Loyal Customers,9612.1705,32,14418.25575
C11368,17,6,1450.0685,3,1,2,6,Needs Attention,1450.0685,6,2175.10275
C11369,6,14,2688.0045,4,4,3,11,Loyal Customers,2688.0045,14,4032.00675
C11370,20,8,1111.049,3,2,1,6,Needs Attention,1111.049,8,1666.5735
C11371,8,5,2384.1,4,1,3,8,Potential Loyalists,2384.1,5,3576.1499999999996
C11372,12,13,2913.4075000000003,4,3,3,10,Loyal Customers,2913.4075000000003,13,4370.11125
C11373,60,7,1836.301,2,2,2,6,Needs Attention,1836.301,7,2754.4515
C11374,75,10,1856.0055,1,3,2,6,Needs Attention,1856.0055,10,2784.00825
C11375,13,9,2424.6215,4,2,3,9,Potential Loyalists,2424.6215,9,3636.9322500000003
C11376,151,9,3307.357,1,2,4,7,Potential Loyalists,3307.357,9,4961.0355
C11377,29,18,3009.206,3,4,3,10,Loyal Customers,3009.206,18,4513.809
C11378,7,45,9228.2535,4,5,5,14,Champions,9228.2535,45,13842.380250000002
C11379,3,30,6219.8555,5,5,4,14,Champions,6219.8555,30,9329.78325
C11380,14,25,7710.412,3,4,5,12,Loyal Customers,7710.412,25,11565.618
C11381,52,25,5768.3205,2,4,4,10,Loyal Customers,5768.3205,25,8652.480749999999
C11382,21,6,1354.978,3,1,2,6,Needs Attention,1354.978,6,2032.467
C11383,3,10,1619.8374999999999,5,3,2,10,Loyal Customers,1619.8374999999999,10,2429.75625
C11384,11,11,2420.7875,4,3,3,10,Loyal Customers,2420.7875,11,3631.1812499999996
C11385,3,30,5615.447,5,5,4,14,Champions,5615.447,30,8423.1705
C11386,431,2,639.6445000000001,1,1,1,3,At Risk,639.6445000000001,2,959.4667500000002
C11387,8,20,5825.9615,4,4,4,12,Loyal Customers,5825.9615,20,8738.94225
C11388,343,3,1101.102,1,1,1,3,At Risk,1101.102,3,1651.6530000000002
C11389,1,13,2887.3045,5,3,3,11,Loyal Customers,2887.3045,13,4330.95675
C11390,22,30,7109.465,3,5,5,13,Champions,7109.465,30,10664.1975
C11391,17,32,9648.398,3,5,5,13,Champions,9648.398,32,14472.596999999998
C11392,36,7,2391.494,2,2,3,7,Potential Loyalists,2391.494,7,3587.241
C11393,13,33,9163.467,4,5,5,14,Champions,9163.467,33,13745.2005
C11394,1,51,10710.054,5,5,5,15,Champions,10710.054,51,16065.081
C11395,19,43,9289.4355,3,5,5,13,Champions,9289.4355,43,13934.15325
C11396,48,15,2783.985,2,4,3,9,Potential Loyalists,2783.985,15,4175.9775
C11397,2,40,11738.8825,5,5,5,15,Champions,11738.8825,40,17608.32375
C11398,134,2,410.26199999999994,1,1,1,3,At Risk,410.26199999999994,2,615.3929999999999
C11399,5,53,15802.8985,5,5,5,15,Champions,15802.8985,53,23704.34775
C11400,3,41,11584.1115,5,5,5,15,Champions,11584.1115,41,17376.167250000002
C11401,21,6,1610.022,3,1,2,6,Needs Attention,1610.022,6,2415.033
C11402,40,9,1850.954,2,2,2,6,Needs Attention,1850.954,9,2776.431
C11403,19,30,9079.882,3,5,5,13,Champions,9079.882,30,13619.823
C11404,9,10,2089.2185,4,3,3,10,Loyal Customers,2089.2185,10,3133.82775
C11405,34,4,1051.109,2,1,1,4,Needs Attention,1051.109,4,1576.6634999999999
C11406,39,9,2058.6185,2,2,2,6,Needs Attention,2058.6185,9,3087.92775
C11407,21,4,1645.9635,3,1,2,6,Needs Attention,1645.9635,4,2468.94525
C11408,68,7,1390.9524999999999,2,2,2,6,Needs Attention,1390.9524999999999,7,2086.42875
C11409,4,12,3543.992,5,3,4,12,Loyal Customers,3543.992,12,5315.988
C11410,56,11,2654.0930000000003,2,3,3,8,Potential Loyalists,2654.0930000000003,11,3981.1395
C11411,220,9,1950.853,1,2,2,5,Needs Attention,1950.853,9,2926.2795
C11412,23,40,8753.1635,3,5,5,13,Champions,8753.1635,40,13129.74525
C11413,65,6,1417.1750000000002,2,1,2,5,Needs Attention,1417.1750000000002,6,2125.7625000000003
C11414,67,11,2987.2215,2,3,3,8,Potential Loyalists,2987.2215,11,4480.83225
C11415,9,13,2922.4455000000003,4,3,3,10,Loyal Customers,2922.4455000000003,13,4383.668250000001
C11416,132,12,3928.3695,1,3,4,8,Potential Loyalists,3928.3695,12,5892.554249999999
C11417,55,13,3478.493,2,3,4,9,Potential Loyalists,3478.493,13,5217.7395
C11418,87,7,2131.7599999999998,1,2,3,6,Needs Attention,2131.7599999999998,7,3197.6399999999994
C11419,5,36,8931.871,5,5,5,15,Champions,8931.871,36,13397.806499999999
C11420,117,6,1375.3205,1,1,2,4,Needs Attention,1375.3205,6,2062.98075
C11421,7,8,1828.209,4,2,2,8,Potential Loyalists,1828.209,8,2742.3135
C11422,9,5,825.15,4,1,1,6,Needs Attention,825.15,5,1237.725
C11423,10,8,2014.1930000000002,4,2,2,8,Potential Loyalists,2014.1930000000002,8,3021.2895000000003
C11424,31,8,1616.68,2,2,2,6,Needs Attention,1616.68,8,2425.02
C11425,9,9,2195.9519999999998,4,2,3,9,Potential Loyalists,2195.9519999999998,9,3293.928
C11426,31,22,5260.9895,2,4,4,10,Loyal Customers,5260.9895,22,7891.4842499999995
